rrp,total_count,total_percentage,order_0_count,order_1_count,order_0_percentage,order_1_percentage
98.21,72,0.0,71,1,98.61,1.39
98.31,186,0.01,180,6,96.77,3.23
98.45,8,0.0,8,0,100.0,0.0
98.47,6,0.0,6,0,100.0,0.0
98.7,10,0.0,10,0,100.0,0.0
98.84,31,0.0,25,6,80.65,19.35
98.89,939,0.03,865,74,92.12,7.88
98.95,29,0.0,28,1,96.55,3.45
98.99,1977,0.07,1320,657,66.77,33.23
99.0,9,0.0,9,0,100.0,0.0
99.1,100,0.0,97,3,97.0,3.0
99.15,17,0.0,17,0,100.0,0.0
99.28,6,0.0,2,4,33.33,66.67
99.32,29,0.0,28,1,96.55,3.45
99.33,7,0.0,6,1,85.71,14.29
99.4,3,0.0,3,0,100.0,0.0
99.42,24,0.0,23,1,95.83,4.17
99.55,3,0.0,3,0,100.0,0.0
99.99,7,0.0,6,1,85.71,14.29
100.4,45,0.0,45,0,100.0,0.0
100.44,11,0.0,10,1,90.91,9.09
102.26,12,0.0,7,5,58.33,41.67
102.54,2,0.0,2,0,100.0,0.0
102.92,27,0.0,26,1,96.3,3.7
103.07,2,0.0,2,0,100.0,0.0
103.81,36,0.0,32,4,88.89,11.11
104.39,21,0.0,21,0,100.0,0.0
104.87,47,0.0,44,3,93.62,6.38
105.15,3,0.0,2,1,66.67,33.33
105.18,168,0.01,139,29,82.74,17.26
105.53,8,0.0,7,1,87.5,12.5
105.55,399,0.01,297,102,74.44,25.56
105.6,107,0.0,99,8,92.52,7.48
105.78,6,0.0,6,0,100.0,0.0
106.53,27,0.0,22,5,81.48,18.52
106.59,42,0.0,42,0,100.0,0.0
106.7,17,0.0,15,2,88.24,11.76
106.71,43,0.0,41,2,95.35,4.65
107.17,10,0.0,10,0,100.0,0.0
107.26,2,0.0,2,0,100.0,0.0
107.46,831,0.03,702,129,84.48,15.52
107.76,1159,0.04,862,297,74.37,25.63
108.3,28,0.0,26,2,92.86,7.14
108.6,15,0.0,13,2,86.67,13.33
108.66,130,0.0,117,13,90.0,10.0
108.85,62,0.0,58,4,93.55,6.45
108.9,112,0.0,105,7,93.75,6.25
109.01,31,0.0,24,7,77.42,22.58
109.45,479,0.02,449,30,93.74,6.26
109.66,80,0.0,62,18,77.5,22.5
109.89,313,0.01,240,73,76.68,23.32
109.9,129,0.0,128,1,99.22,0.78
109.95,413,0.01,397,16,96.13,3.87
109.97,73,0.0,58,15,79.45,20.55
110.88,2364,0.09,1517,847,64.17,35.83
110.9,41,0.0,41,0,100.0,0.0
111.56,74,0.0,73,1,98.65,1.35
111.97,19,0.0,19,0,100.0,0.0
112.78,95,0.0,95,0,100.0,0.0
113.06,6,0.0,6,0,100.0,0.0
113.94,16,0.0,16,0,100.0,0.0
113.96,3,0.0,3,0,100.0,0.0
114.84,419,0.02,293,126,69.93,30.07
115.1,8941,0.32,7458,1483,83.41,16.59
115.5,23,0.0,22,1,95.65,4.35
116.27,1,0.0,1,0,100.0,0.0
117.6,1,0.0,1,0,100.0,0.0
117.69,224,0.01,150,74,66.96,33.04
118.27,2910,0.11,2369,541,81.41,18.59
118.36,4,0.0,3,1,75.0,25.0
119.3,109,0.0,92,17,84.4,15.6
119.85,188,0.01,160,28,85.11,14.89
121.0,96,0.0,93,3,96.88,3.12
121.06,12,0.0,11,1,91.67,8.33
121.44,1835,0.07,1594,241,86.87,13.13
122.23,767,0.03,545,222,71.06,28.94
123.19,9,0.0,8,1,88.89,11.11
124.3,22,0.0,17,5,77.27,22.73
124.31,8,0.0,8,0,100.0,0.0
124.91,18,0.0,18,0,100.0,0.0
124.95,1,0.0,1,0,100.0,0.0
125.4,327,0.01,326,1,99.69,0.31
125.6,84,0.0,74,10,88.1,11.9
126.06,5,0.0,5,0,100.0,0.0
126.39,39,0.0,37,2,94.87,5.13
126.89,11,0.0,11,0,100.0,0.0
127.58,17,0.0,17,0,100.0,0.0
127.95,12,0.0,11,1,91.67,8.33
128.69,653,0.02,455,198,69.68,30.32
130.66,1,0.0,1,0,100.0,0.0
130.9,21,0.0,20,1,95.24,4.76
131.1,22,0.0,21,1,95.45,4.55
131.44,8,0.0,8,0,100.0,0.0
131.45,97,0.0,93,4,95.88,4.12
131.78,4,0.0,4,0,100.0,0.0
131.91,19,0.0,17,2,89.47,10.53
131.95,23,0.0,23,0,100.0,0.0
131.98,12,0.0,9,3,75.0,25.0
131.99,104,0.0,103,1,99.04,0.96
133.13,4,0.0,4,0,100.0,0.0
136.27,360,0.01,353,7,98.06,1.94
137.45,354,0.01,313,41,88.42,11.58
137.48,3,0.0,3,0,100.0,0.0
137.5,5,0.0,5,0,100.0,0.0
137.72,52,0.0,51,1,98.08,1.92
138.68,5,0.0,5,0,100.0,0.0
140.36,182,0.01,146,36,80.22,19.78
141.08,70,0.0,66,4,94.29,5.71
141.15,11,0.0,9,2,81.82,18.18
141.35,46,0.0,44,2,95.65,4.35
142.89,164,0.01,115,49,70.12,29.88
143.0,13,0.0,11,2,84.62,15.38
144.68,89,0.0,87,2,97.75,2.25
145.2,7,0.0,6,1,85.71,14.29
146.56,7,0.0,7,0,100.0,0.0
147.39,144,0.01,132,12,91.67,8.33
147.95,344,0.01,312,32,90.7,9.3
147.97,1,0.0,1,0,100.0,0.0
148.39,18,0.0,17,1,94.44,5.56
148.49,1,0.0,1,0,100.0,0.0
149.25,24,0.0,17,7,70.83,29.17
152.35,5,0.0,4,1,80.0,20.0
152.9,342,0.01,328,14,95.91,4.09
153.45,21,0.0,15,6,71.43,28.57
153.56,1,0.0,1,0,100.0,0.0
153.99,3,0.0,3,0,100.0,0.0
154.28,51,0.0,48,3,94.12,5.88
155.72,123,0.0,115,8,93.5,6.5
158.66,2,0.0,2,0,100.0,0.0
158.95,20,0.0,12,8,60.0,40.0
159.78,6,0.0,6,0,100.0,0.0
163.71,25,0.0,25,0,100.0,0.0
163.79,5,0.0,5,0,100.0,0.0
163.9,27,0.0,25,2,92.59,7.41
164.94,154,0.01,144,10,93.51,6.49
167.31,55,0.0,55,0,100.0,0.0
168.19,85,0.0,76,9,89.41,10.59
174.9,33,0.0,33,0,100.0,0.0
175.45,329,0.01,204,125,62.01,37.99
177.1,289,0.01,236,53,81.66,18.34
177.95,192,0.01,169,23,88.02,11.98
178.09,23,0.0,22,1,95.65,4.35
186.45,31,0.0,30,1,96.77,3.23
190.25,64,0.0,63,1,98.44,1.56
192.64,23,0.0,23,0,100.0,0.0
192.98,19,0.0,16,3,84.21,15.79
195.76,1217,0.04,1009,208,82.91,17.09
199.99,8,0.0,8,0,100.0,0.0
200.64,4,0.0,4,0,100.0,0.0
204.84,12,0.0,12,0,100.0,0.0
207.57,348,0.01,252,96,72.41,27.59
207.9,54,0.0,54,0,100.0,0.0
217.27,3,0.0,3,0,100.0,0.0
219.37,80,0.0,71,9,88.75,11.25
221.73,2,0.0,2,0,100.0,0.0
225.5,45,0.0,45,0,100.0,0.0
227.95,33,0.0,30,3,90.91,9.09
230.94,60,0.0,58,2,96.67,3.33
243.39,332,0.01,268,64,80.72,19.28
253.55,17,0.0,16,1,94.12,5.88
266.07,119,0.0,114,5,95.8,4.2
280.79,10,0.0,10,0,100.0,0.0
284.65,10,0.0,10,0,100.0,0.0
284.9,2,0.0,2,0,100.0,0.0
296.54,2,0.0,2,0,100.0,0.0
328.33,2,0.0,2,0,100.0,0.0
333.53,1,0.0,1,0,100.0,0.0
404.97,5,0.0,4,1,80.0,20.0
